oa_code,All people,No condition,One or more conditions,Deafness or partial hearing loss,Blindness or partial sight loss,Learning disability,Learning difficulty,Developmental disorder,Physical disability,Mental health condition,Other condition
S00092478,84,74,10,0,0,0,0,0,2,0,9
S00092479,156,110,46,9,3,1,4,2,12,3,27
S00092480,100,60,40,8,1,3,5,3,8,9,23
S00092481,91,66,25,3,2,0,5,1,7,3,16
S00092482,89,57,32,9,8,1,3,1,5,2,21
S00092483,167,96,71,20,7,2,1,3,34,14,43
S00092484,97,58,39,10,1,0,0,0,13,1,27
S00092485,131,83,48,15,6,0,1,0,5,3,31
S00092486,68,48,20,6,0,0,1,1,7,2,12
S00092487,177,124,53,11,4,0,5,0,16,5,35
S00092488,76,46,30,7,8,0,2,0,5,2,13
S00092489,131,96,35,8,1,0,5,1,3,1,21
S00092490,112,66,46,13,1,0,1,1,11,5,27
S00092491,127,93,34,12,3,0,1,0,11,3,22
S00092492,107,95,12,2,0,0,0,1,1,2,9
S00092493,171,130,41,9,0,0,6,1,9,5,26
S00092494,144,104,40,6,4,1,4,0,10,1,22
S00092495,129,94,35,6,2,0,3,1,4,3,22
S00092496,144,108,36,6,2,2,3,2,1,5,24
S00092497,101,72,29,6,4,0,2,2,8,3,15
S00092498,117,93,24,4,1,0,1,1,4,0,16
S00092499,101,78,23,7,2,0,1,1,0,2,13
S00092500,119,85,34,8,1,0,2,0,9,6,22
S00092501,117,75,42,5,2,2,4,1,6,6,33
S00092502,121,85,36,11,1,0,0,1,5,2,22
S00092503,142,97,45,10,3,0,3,4,5,6,28
S00092504,126,97,29,10,1,1,2,0,5,1,20
S00092505,100,75,25,6,1,0,1,1,7,2,17
S00092506,149,117,32,8,1,2,5,2,1,6,19
S00092507,163,139,24,7,2,0,2,0,2,1,14
S00092508,179,145,34,8,1,0,1,0,3,3,22
S00092509,110,86,24,5,0,1,3,1,3,1,16
S00092510,134,116,18,5,1,0,2,1,3,1,9
S00092511,140,114,26,3,1,0,2,1,1,2,21
S00092512,210,185,25,3,0,0,2,0,4,8,13
S00092513,211,101,110,22,11,11,6,4,34,27,74
S00092514,132,100,32,10,4,0,0,0,5,5,18
S00092515,51,32,19,4,0,0,3,0,6,2,9
S00092516,109,58,51,11,6,2,4,0,11,6,28
S00092517,132,98,34,10,1,0,4,0,1,3,19
S00092518,132,104,28,2,1,0,3,0,3,4,21
S00092519,187,144,43,5,4,1,5,1,7,10,26
S00092520,137,116,21,8,0,0,2,1,3,4,13
S00092521,137,106,31,10,2,0,1,3,10,2,18
S00092522,178,139,39,9,0,2,2,1,7,1,28
S00092523,70,55,15,2,2,0,4,0,1,0,10
S00092524,199,162,37,6,0,1,6,0,6,5,24
S00092525,69,49,20,4,2,0,3,1,3,3,10
S00092526,107,93,14,1,0,1,0,1,1,1,12
S00092527,110,94,16,1,0,0,0,0,1,1,14
S00092528,143,104,39,4,3,0,4,1,8,2,30
S00092529,142,108,34,9,3,0,3,0,6,5,20
S00092530,109,82,27,4,0,0,3,1,6,3,16
S00092531,98,73,25,5,1,0,3,0,2,2,18
S00092532,139,109,30,3,1,0,1,1,2,2,25
S00092533,112,79,33,8,4,0,2,2,2,0,22
S00092534,168,118,50,8,2,0,4,0,9,3,31
S00092535,75,58,17,2,0,0,4,0,1,1,11
S00092536,96,65,31,6,1,1,3,0,5,4,20
S00092537,62,48,14,2,2,0,2,2,0,3,9
S00092538,188,150,38,7,2,1,2,2,5,0,26
S00092539,83,65,18,2,3,0,2,0,4,1,10
S00092540,137,114,23,6,1,0,0,0,1,0,15
S00092541,130,106,24,7,1,0,2,0,5,2,12
S00092542,114,77,37,14,4,0,3,0,5,5,15
S00092543,198,145,53,11,0,0,2,1,6,6,38
S00092544,88,63,25,12,3,0,0,0,5,0,15
S00092545,110,86,24,3,0,0,1,0,5,3,17
S00092546,64,53,11,2,1,0,0,0,3,1,9
S00092547,115,79,36,10,5,0,3,0,3,5,16
S00092548,65,45,20,5,3,0,1,0,4,3,11
S00092549,125,84,41,12,3,0,4,1,3,3,24
S00092550,253,226,27,4,0,0,3,2,1,1,18
S00092551,211,169,42,5,0,0,7,1,1,1,30
S00092552,222,197,25,3,1,0,3,4,0,2,17
S00092553,165,137,28,6,1,0,3,0,3,3,19
S00092554,189,156,33,1,4,0,1,2,3,2,22
S00092555,192,168,24,0,1,0,2,3,3,0,18
S00092556,122,102,20,4,0,0,1,0,1,2,14
S00092557,181,148,33,7,3,0,1,0,3,2,24
S00092558,230,193,37,4,0,1,4,3,5,1,28
S00092559,178,151,27,5,1,1,0,2,2,2,18
S00092560,145,103,42,12,5,5,2,0,3,7,24
S00092561,93,67,26,7,2,3,6,4,2,1,13
S00092562,184,147,37,10,3,1,7,1,10,2,21
S00092563,164,139,25,7,1,1,2,0,3,3,12
S00092564,91,75,16,2,0,0,0,0,1,4,10
S00092565,167,139,28,4,1,0,0,0,4,2,23
S00092566,106,66,40,12,2,0,0,0,11,2,26
S00092567,166,147,19,2,1,1,1,2,2,0,14
S00092568,125,102,23,3,1,4,4,1,5,2,16
S00092569,201,167,34,1,3,0,3,0,0,1,27
S00092570,153,123,30,6,1,3,5,1,6,2,18
S00092571,95,68,27,4,2,0,1,0,4,3,20
S00092572,81,61,20,6,0,0,1,1,2,2,12
S00092573,196,156,40,11,5,0,1,0,1,1,28
S00092574,137,97,40,7,1,0,6,1,6,2,28
S00092575,163,136,27,7,5,0,2,1,3,1,16
S00092576,102,67,35,5,5,0,2,0,4,7,23
S00092577,110,78,32,7,1,1,1,2,4,3,26
S00092578,124,96,28,10,1,1,1,1,1,3,13
S00092579,108,84,24,5,2,0,5,0,4,0,11
S00092580,147,105,42,12,3,1,4,0,9,3,19
S00092581,140,76,64,34,9,1,1,1,12,3,36
S00092582,56,10,46,25,10,0,0,0,13,3,24
S00092583,166,59,107,50,13,0,2,0,37,23,66
S00092584,71,53,18,6,2,0,0,0,4,0,13
S00092585,172,132,40,12,1,0,3,2,9,2,23
S00092586,164,123,41,8,2,0,3,0,7,2,29
S00092587,129,92,37,8,2,0,1,1,3,6,27
S00092588,133,89,44,15,1,0,1,1,8,2,32
S00092589,137,88,49,16,3,1,4,0,2,1,29
S00092590,96,70,26,4,1,0,2,1,6,1,20
S00092591,93,71,22,5,2,0,2,0,1,4,12
S00092592,177,115,62,14,3,0,0,3,12,5,39
S00092593,113,79,34,12,5,0,0,1,11,4,20
S00092594,121,81,40,12,3,0,2,0,6,3,26
S00092595,103,79,24,5,1,0,1,0,4,1,18
S00092596,252,126,126,38,22,3,1,3,62,22,73
S00092597,109,82,27,6,2,0,1,0,5,3,20
S00092598,115,87,28,12,2,0,0,0,5,2,17
S00092599,129,97,32,3,0,0,3,2,5,2,23
S00092600,109,81,28,7,3,0,0,0,8,3,13
S00092601,106,80,26,3,0,0,0,0,5,2,17
S00092602,131,99,32,7,3,0,1,0,3,1,25
S00092603,152,115,37,9,3,4,0,0,3,1,28
S00092604,176,133,43,7,1,0,4,1,7,7,33
S00092605,106,79,27,7,1,0,2,1,5,2,19
S00092606,107,82,25,10,4,0,0,0,4,2,17
S00092607,93,60,33,11,5,1,1,1,2,6,16
S00092608,106,81,25,5,2,1,4,1,9,2,14
S00092609,171,136,35,4,2,1,1,0,2,1,27
S00092610,199,153,46,11,2,0,2,0,2,3,29
S00092611,130,74,56,16,3,1,1,1,10,18,48
S00092612,167,133,34,6,1,4,1,1,3,5,22
S00092613,83,63,20,3,1,1,3,0,6,4,10
S00092614,93,73,20,6,4,0,0,0,3,3,11
S00092615,72,46,26,5,1,0,2,0,5,1,18
S00092616,141,90,51,20,4,0,0,0,11,2,36
S00092617,95,84,11,2,1,1,1,1,3,1,8
S00092618,159,122,37,8,3,2,5,3,4,9,23
S00092619,177,145,32,7,1,1,2,2,2,1,23
S00092620,156,47,109,25,18,4,1,1,46,26,82
S00092621,218,189,29,4,4,1,4,1,2,2,20
S00092622,70,38,32,12,3,0,1,0,7,7,10
S00092623,95,72,23,8,1,0,2,2,4,2,9
S00092624,155,138,17,0,0,0,3,0,2,0,13
S00092625,170,138,32,7,6,0,1,0,4,1,23
S00092626,80,53,27,9,0,0,0,0,1,3,16
S00092627,107,76,31,7,4,0,1,0,11,2,25
S00092628,67,60,7,1,0,1,0,1,1,0,4
S00092629,205,150,55,12,3,1,4,1,7,4,38
S00092630,66,57,9,1,1,0,1,0,4,1,6
S00092631,191,147,44,13,4,0,2,2,4,2,24
S00092632,111,92,19,1,0,1,2,1,2,0,17
S00092633,99,59,40,9,4,0,1,1,12,5,17
S00092634,120,73,47,9,3,2,2,1,13,4,28
S00092635,159,97,62,16,4,0,2,0,14,5,36
S00092636,119,63,56,15,4,0,2,0,10,3,38
S00092637,156,130,26,4,2,0,1,1,1,3,16
S00092638,146,135,11,3,0,0,1,0,0,1,7
S00092639,135,116,19,2,1,0,5,0,4,3,11
S00092640,167,139,28,5,0,0,5,1,1,2,18
S00092641,138,107,31,9,5,0,1,2,3,2,21
S00092642,176,127,49,14,5,0,3,0,4,5,30
S00092643,62,53,9,4,0,0,0,0,0,1,5
S00092644,104,72,32,6,1,0,4,0,5,4,18
S00092645,83,52,31,7,1,2,6,2,4,3,17
S00092646,116,84,32,7,1,1,2,2,5,3,22
S00092647,199,160,39,11,1,0,4,0,1,1,26
S00092648,141,112,29,9,0,0,1,0,2,2,18
S00092649,150,121,29,8,0,1,3,1,7,1,19
S00092650,206,167,39,16,3,5,2,2,2,1,19
S00092651,120,84,36,11,2,0,2,1,4,2,19
S00092652,69,59,10,2,0,0,0,0,0,2,9
S00092653,130,91,39,13,6,0,1,0,3,1,30
S00092654,124,90,34,12,1,1,0,0,8,1,25
S00092655,134,99,35,2,1,1,3,1,9,2,26
S00092656,112,95,17,2,1,0,2,1,1,0,13
S00092657,185,133,52,9,3,7,8,1,20,2,33
S00092658,89,72,17,1,1,0,1,3,3,1,12
S00092659,182,144,38,11,1,0,3,0,5,2,22
S00092660,101,78,23,5,0,0,1,0,8,1,16
S00092661,117,94,23,4,1,0,1,3,3,1,14
S00092662,78,58,20,5,0,0,0,0,3,2,15
S00092663,112,93,19,2,0,0,1,3,2,1,13
S00092664,144,90,54,12,1,0,3,0,7,3,37
S00092665,71,48,23,7,6,0,0,1,3,3,14
S00092666,135,91,44,12,3,0,3,2,8,11,21
S00092667,90,60,30,9,3,0,0,0,4,0,23
S00092668,99,72,27,4,0,2,3,0,4,3,17
S00092669,174,134,40,7,4,0,6,3,4,8,24
S00092670,81,60,21,7,1,0,1,0,6,0,13
S00092671,120,102,18,5,2,1,0,1,5,3,7
S00092672,132,77,55,17,4,0,5,0,11,5,32
S00092673,81,54,27,5,2,3,3,5,6,7,15
S00092674,146,122,24,7,1,0,1,0,5,1,16
S00092675,168,129,39,9,3,1,5,0,7,2,25
S00092676,89,68,21,7,0,0,0,0,2,0,17
S00092677,98,73,25,8,1,0,1,0,4,1,14
S00092678,136,108,28,7,0,0,5,0,1,3,16
S00092679,84,62,22,5,0,0,2,0,3,2,12
S00092680,194,139,55,18,5,1,7,3,10,4,33
S00092681,97,66,31,6,1,1,3,3,3,4,18
S00092682,103,70,33,12,4,1,5,1,7,3,17
S00092683,138,113,25,6,1,0,2,0,3,0,19
S00092684,85,67,18,3,0,1,1,0,0,0,15
S00092685,87,59,28,12,5,1,3,0,6,2,13
S00092686,128,89,39,12,6,1,0,1,5,1,28
S00092687,156,90,66,26,10,0,0,0,15,7,36
S00092688,83,64,19,4,1,0,0,0,3,3,13
S00092689,250,209,41,10,2,0,6,0,1,2,25
S00092690,244,201,43,9,2,2,4,1,7,5,30
S00092691,132,111,21,9,1,0,1,0,2,6,8
S00092692,57,25,32,11,7,0,0,0,8,1,24
S00092693,119,99,20,4,1,1,1,0,3,1,14
S00092694,153,96,57,10,6,2,5,0,15,3,37
S00092695,59,35,24,6,2,1,3,1,10,1,13
S00092696,127,113,14,2,0,0,1,0,2,2,8
S00092697,120,87,33,11,3,1,1,1,3,1,22
S00092698,147,115,32,9,2,1,3,2,10,0,15
S00092699,136,114,22,6,2,0,0,0,4,3,13
S00092700,88,55,33,5,5,0,2,2,5,1,20
S00092701,118,87,31,5,0,0,2,1,4,1,23
S00092702,108,83,25,7,1,0,2,0,0,3,14
S00092703,160,104,56,17,5,0,4,0,6,2,41
S00092704,158,126,32,7,2,0,2,0,3,2,26
S00092705,110,80,30,7,5,0,0,0,0,3,21
S00092706,160,118,42,12,7,1,3,1,7,2,27
S00092707,63,40,23,7,3,0,1,0,9,5,12
S00092708,104,73,31,10,0,0,2,1,2,1,21
S00092709,93,68,25,2,1,0,1,0,3,1,19
S00092710,133,92,41,21,5,0,2,0,4,3,19
S00092711,128,101,27,5,3,0,1,1,2,1,17
S00092712,123,95,28,2,1,0,3,1,2,2,23
S00092713,118,87,31,10,1,1,3,2,5,0,17
S00092714,69,49,20,7,3,0,0,0,3,1,14
S00092715,101,78,23,1,1,2,5,0,4,5,16
S00092716,132,94,38,6,1,0,2,4,8,4,26
S00092717,205,148,57,20,0,0,2,1,8,5,31
S00092718,110,73,37,11,2,0,1,0,8,5,24
S00092719,86,57,29,5,3,1,3,0,5,4,19
S00092720,186,149,37,3,3,0,11,4,5,11,17
S00092721,86,69,17,3,0,0,1,0,1,2,15
S00092722,82,61,21,5,1,1,2,1,4,5,15
S00092723,167,125,42,9,2,0,4,0,9,4,29
S00092724,146,88,58,19,3,1,1,0,31,20,37
S00092725,57,17,40,15,5,0,0,0,15,4,28
S00092726,116,90,26,3,3,0,2,0,3,3,19
S00092727,93,63,30,4,1,6,0,0,10,4,21
S00092728,109,79,30,5,1,1,3,0,3,3,19
S00092729,146,109,37,4,2,0,2,2,9,4,23
S00092730,111,79,32,5,0,0,4,0,5,6,19
S00092731,175,141,34,3,0,1,6,2,1,11,16
S00092732,128,92,36,10,1,2,1,0,6,2,24
S00092733,177,153,24,6,1,1,3,1,4,0,16
S00092734,154,123,31,5,4,0,7,0,4,4,19
S00092735,62,43,19,3,0,0,2,0,6,3,10
S00092736,57,42,15,2,0,0,3,0,1,2,8
S00092737,104,63,41,5,2,0,3,1,5,8,29
S00092738,131,92,39,7,1,1,1,0,8,8,19
S00092739,80,60,20,5,0,0,4,0,2,4,11
S00092740,60,47,13,1,1,0,1,0,3,0,10
S00092741,98,59,39,8,1,1,4,2,5,2,24
S00092742,109,66,43,13,5,0,2,1,9,3,24
S00092743,82,58,24,6,1,0,2,0,3,1,18
S00092744,126,101,25,7,4,0,0,0,1,1,19
S00092745,173,139,34,11,2,1,2,0,10,2,16
S00092746,63,47,16,5,0,0,0,0,2,1,11
S00092747,117,90,27,7,7,5,4,1,4,0,16
S00092748,138,87,51,17,6,0,0,0,9,6,30
S00092749,124,83,41,9,2,1,3,2,5,4,24
S00092750,103,63,40,12,5,0,0,0,15,2,22
S00092751,132,118,14,1,0,0,0,1,0,2,10
S00092752,155,116,39,11,4,1,1,1,6,4,25
S00092753,133,115,18,1,0,0,0,1,3,1,14
S00092754,90,76,14,1,0,1,2,1,0,1,9
S00092755,75,71,4,0,1,1,0,0,1,0,3
S00092756,170,120,50,14,3,0,2,1,4,2,31
S00092757,178,140,38,7,2,0,5,1,4,3,24
S00092758,70,30,40,17,6,0,2,0,14,1,25
S00092759,95,59,36,13,4,1,2,1,8,4,16
S00092760,151,119,32,10,3,0,0,0,3,7,16
S00092761,64,37,27,3,1,0,2,0,5,3,20
S00092762,84,60,24,5,0,0,2,4,3,0,15
S00092763,145,125,20,5,3,0,4,0,0,1,9
S00092764,119,96,23,4,6,0,1,0,3,2,12
S00092765,219,183,36,5,0,0,2,0,5,3,27
S00092766,94,76,18,3,1,0,4,0,1,2,10
S00092767,159,137,22,7,1,0,3,1,3,8,9
S00092768,169,141,28,6,1,0,1,1,1,1,20
S00092769,163,115,48,8,1,0,5,4,9,2,31
S00092770,71,53,18,5,0,0,1,0,3,1,12
S00092771,168,131,37,9,0,0,9,3,1,5,21
S00092772,121,86,35,15,6,0,1,2,8,1,21
S00092773,81,69,12,3,0,1,0,0,3,2,5
S00092774,115,87,28,11,0,0,3,0,7,5,14
S00092775,92,65,27,5,0,0,2,2,6,1,18
S00092776,138,84,54,23,6,2,1,2,14,5,24
S00092777,109,83,26,8,3,0,5,3,5,8,19
S00092778,141,106,35,7,1,0,3,4,5,4,22
S00092779,189,160,29,2,1,0,1,3,4,5,20
S00092780,108,85,23,3,1,0,1,2,1,3,15
S00092781,153,119,34,6,3,1,4,2,13,2,21
S00092782,114,84,30,2,0,0,3,0,5,2,22
S00092783,119,102,17,0,1,0,3,0,3,0,12
S00092784,140,104,36,7,2,0,3,2,6,1,25
S00092785,168,115,53,11,5,0,2,0,5,2,36
S00092786,111,68,43,15,5,0,1,0,9,1,25
S00092787,127,95,32,10,0,0,2,2,3,2,23
S00092788,161,112,49,12,0,0,4,1,2,2,31
S00092789,161,125,36,4,0,0,4,0,5,5,22
S00092790,191,131,60,13,4,2,10,2,7,9,42
S00092791,82,58,24,4,3,0,2,0,4,1,15
S00092792,124,81,43,10,1,0,3,2,4,3,27
S00092793,128,84,44,9,3,0,3,1,8,6,31
S00092794,99,63,36,11,0,0,0,0,4,2,24
S00092795,69,45,24,6,0,0,1,0,2,2,17
S00092796,93,64,29,6,0,0,2,1,5,8,20
S00092797,136,98,38,10,3,0,4,2,2,1,22
S00092798,91,57,34,10,3,0,2,1,10,7,16
S00092799,118,82,36,9,5,1,1,0,5,5,21
S00092800,140,87,53,16,7,8,0,1,11,6,28
S00092801,58,43,15,6,1,0,0,1,3,1,10
S00092802,95,49,46,20,7,1,1,2,9,2,24
S00092803,57,49,8,1,0,0,0,0,0,3,4
S00092804,227,115,112,34,19,0,3,1,47,20,71
S00092805,87,67,20,2,0,0,1,1,4,0,16
S00092806,116,103,13,2,0,0,1,0,2,0,11
S00092807,155,118,37,8,3,1,3,1,9,3,25
S00092808,121,80,41,7,1,0,1,0,6,3,35
S00092809,105,81,24,6,3,0,0,1,3,2,18
S00092810,170,135,35,11,3,0,2,1,2,2,25
S00092811,81,39,42,17,7,0,0,0,12,4,21
S00092812,131,95,36,6,1,2,3,2,11,0,18
S00092813,142,116,26,5,1,0,2,1,4,4,15
S00092814,166,122,44,6,3,1,3,0,14,5,30
S00092815,155,126,29,10,3,1,2,0,9,1,13
S00092816,188,159,29,6,2,2,1,1,4,3,21
S00092817,84,44,40,10,3,0,0,0,5,0,31
S00092818,132,99,33,10,0,0,0,1,1,0,27
S00092819,85,49,36,8,5,0,2,0,10,1,23
S00092820,121,77,44,19,6,0,2,0,8,3,25
S00092821,72,51,21,5,1,0,2,3,6,2,10
S00092822,66,46,20,5,2,0,0,1,4,4,10
S00092823,198,145,53,5,6,0,3,3,10,10,38
S00092824,147,112,35,6,5,0,0,3,3,3,24
S00092825,84,54,30,4,1,0,2,0,4,6,23
S00092826,85,54,31,8,3,0,1,1,7,2,22
S00092827,57,22,35,7,3,2,3,0,17,4,18
S00092828,83,53,30,8,3,0,2,1,6,1,24
S00092829,105,78,27,12,2,1,2,1,8,1,15
S00092830,183,129,54,17,6,1,2,3,5,2,29
S00092831,96,56,40,14,5,0,0,1,7,5,25
S00092832,106,72,34,8,4,0,3,0,5,6,20
S00092833,73,53,20,6,3,1,1,0,2,4,13
S00092834,82,62,20,4,0,0,1,2,2,0,14
S00092835,119,83,36,12,3,0,3,1,1,2,20
S00092836,81,57,24,2,0,1,3,3,5,8,10
S00092837,135,88,47,14,2,0,2,3,5,1,35
S00092838,128,95,33,5,1,0,3,1,5,4,20
S00092839,67,43,24,7,1,1,5,0,5,3,15
S00092840,85,44,41,19,7,0,2,0,20,5,24
S00092841,126,85,41,15,2,0,0,0,11,3,25
S00092842,96,71,25,7,2,0,1,1,3,2,16
S00092843,86,40,46,11,4,1,1,1,6,6,37
S00092844,120,92,28,8,4,0,0,0,2,2,20
S00092845,90,66,24,10,2,0,0,0,3,0,14
S00092846,102,67,35,3,3,1,2,2,13,6,18
S00092847,76,40,36,12,3,0,1,0,9,3,26
S00092848,89,32,57,27,9,3,3,1,20,3,34
S00092849,126,79,47,10,5,0,3,1,10,3,32
S00092850,71,54,17,5,0,0,2,0,2,1,9
S00092851,162,127,35,10,3,0,2,2,4,5,17
S00092852,166,128,38,9,2,1,1,0,2,3,25
S00092853,126,87,39,11,3,0,0,2,9,5,23
S00092854,63,45,18,5,2,1,1,1,2,3,12
S00092855,93,56,37,10,5,3,3,1,8,8,19
S00092856,89,46,43,16,8,1,3,0,13,6,26
S00092857,112,79,33,11,2,0,2,1,5,1,22
S00092858,155,110,45,12,3,2,1,0,7,4,29
S00092859,56,31,25,7,2,0,0,0,4,2,17
S00092860,82,48,34,15,6,1,0,0,6,0,16
S00092861,105,68,37,15,2,0,2,0,8,3,18
S00092862,76,49,27,7,3,0,0,0,9,3,17
S00092863,85,59,26,9,1,0,4,0,3,0,13
S00092864,140,119,21,5,1,0,4,0,2,3,10
S00092865,135,104,31,7,0,1,1,1,2,1,21
S00092866,52,43,9,2,1,0,0,0,3,0,8
S00092867,108,78,30,5,2,0,2,0,7,3,22
S00092868,127,102,25,4,1,0,0,1,5,5,15
S00092869,92,61,31,12,6,0,0,0,9,3,18
S00092870,58,21,37,16,9,1,0,1,9,1,21
S00092871,122,66,56,20,8,0,2,1,10,5,33
S00092872,77,56,21,10,2,0,0,0,2,0,10
S00092873,121,58,63,22,20,1,2,1,25,7,30
S00092874,126,80,46,16,6,1,4,0,8,4,22
S00092875,191,142,49,13,7,0,4,0,9,3,23
S00092876,84,50,34,11,4,1,5,4,7,2,19
S00092877,159,115,44,7,3,1,7,3,9,10,26
S00092878,118,85,33,11,2,1,0,0,6,2,21
S00092879,99,61,38,5,5,0,3,0,3,3,26
S00092880,120,72,48,9,1,2,2,2,13,12,27
S00092881,122,74,48,17,6,0,1,1,16,4,31
S00092882,107,70,37,4,5,0,3,0,14,6,15
S00092883,118,68,50,11,4,0,6,1,7,4,30
S00092884,52,32,20,5,1,0,0,0,6,0,13
S00092885,155,104,51,9,6,2,2,0,9,6,31
S00092886,101,59,42,9,4,0,0,1,10,2,30
S00092887,141,89,52,12,3,1,1,0,13,4,33
S00092888,60,38,22,2,2,1,3,0,6,1,12
S00092889,94,70,24,9,3,0,4,1,6,0,13
S00092890,70,38,32,9,6,0,4,2,8,2,21
S00092891,144,110,34,13,7,0,4,0,9,1,17
S00092892,149,95,54,12,2,2,5,1,12,6,34
S00092893,116,74,42,12,4,0,6,1,8,3,23
S00092894,119,86,33,8,2,0,1,1,10,0,16
S00092895,104,77,27,4,1,0,0,0,5,0,19
S00092896,137,74,63,22,19,4,2,0,18,4,44
S00092897,87,67,20,5,2,0,0,1,4,2,17
S00092898,114,81,33,4,3,0,1,1,3,4,22
S00092899,53,37,16,3,1,0,0,1,5,3,9
S00092900,108,70,38,10,1,1,1,1,11,5,25
S00092901,246,177,69,16,2,0,1,0,15,7,47
S00092902,114,88,26,5,0,0,2,0,2,2,18
S00092903,210,168,42,10,2,0,5,2,7,2,27
S00092904,192,113,79,13,9,3,6,1,36,31,62
S00092905,165,124,41,7,2,0,1,2,12,3,31
S00092906,109,58,51,13,5,0,4,0,20,6,34
S00092907,172,134,38,7,1,1,5,1,9,4,20
S00092908,70,48,22,1,0,0,0,1,11,3,15
S00092909,93,63,30,5,3,1,3,0,8,5,19
S00092910,132,88,44,9,4,0,4,2,11,5,24
S00092911,124,93,31,5,4,0,3,0,9,1,17
S00092912,145,114,31,5,3,1,1,0,7,4,22
S00092913,89,56,33,10,3,1,0,1,10,6,16
S00092914,95,70,25,3,1,0,2,1,5,3,17
S00092915,155,124,31,11,0,0,4,0,8,3,18
S00092916,164,116,48,8,5,2,6,1,12,7,33
S00092917,144,99,45,13,1,0,4,0,12,5,22
S00092918,121,84,37,8,8,0,2,0,9,6,25
S00092919,135,80,55,18,3,0,2,1,12,1,33
S00092920,106,89,17,6,0,0,1,0,1,3,9
S00092921,181,138,43,14,3,0,3,1,7,1,33
S00092922,82,50,32,5,1,2,4,1,5,9,15
S00092923,101,65,36,13,4,2,2,3,6,3,18
S00092924,115,75,40,13,3,1,3,1,7,4,20
S00092925,149,104,45,8,5,0,3,0,11,3,31
S00092926,62,39,23,6,1,0,1,0,5,1,17
S00092927,140,113,27,5,2,0,0,0,5,1,21
S00092928,127,96,31,12,1,1,0,0,7,0,20
S00092929,58,39,19,4,1,0,0,0,7,2,10
S00092930,139,106,33,6,3,0,2,0,5,4,18
S00092931,146,90,56,7,2,1,5,1,14,5,41
S00092932,145,97,48,11,8,1,3,1,14,3,32
S00092933,146,105,41,12,2,0,1,2,4,1,30
S00092934,143,111,32,8,4,0,3,1,9,1,15
S00092935,111,73,38,8,3,6,1,3,14,3,22
S00092936,79,55,24,4,3,0,1,0,6,2,18
S00092937,107,64,43,14,5,0,5,1,20,6,26
S00092938,115,81,34,6,2,0,3,0,6,7,19
S00092939,165,109,56,9,2,1,4,2,14,5,30
S00092940,123,90,33,6,1,0,2,0,6,0,24
S00092941,160,117,43,10,8,0,3,2,5,5,25
S00092942,141,110,31,12,1,0,3,0,6,6,15
S00092943,69,52,17,2,4,0,0,1,3,3,11
S00092944,119,85,34,12,3,0,2,0,3,1,23
S00092945,116,81,35,8,4,1,3,3,8,4,21
S00092946,105,75,30,11,2,1,5,3,4,2,15
S00092947,173,90,83,26,18,3,1,0,28,6,59
S00092948,202,176,26,1,2,1,6,1,2,0,21
S00092949,82,61,21,3,0,0,0,0,2,1,18
S00092950,107,76,31,5,0,0,5,1,4,3,17
S00092951,152,120,32,9,1,2,4,0,6,6,18
S00092952,159,128,31,5,2,1,4,2,2,5,15
S00092953,70,45,25,9,6,0,0,0,8,0,16
S00092954,103,64,39,9,5,1,1,0,6,2,27
S00092955,111,84,27,2,1,2,2,1,4,6,18
S00092956,138,104,34,7,2,0,2,0,13,1,26
S00092957,103,79,24,7,0,1,2,0,2,2,15
S00092958,154,124,30,7,1,5,2,2,5,1,22
S00092959,84,70,14,3,0,1,1,1,1,1,8
S00092960,151,101,50,12,3,0,1,0,7,4,38
S00092961,102,75,27,6,3,0,0,1,5,1,18
S00092962,127,113,14,2,1,0,1,0,4,0,11
S00092963,132,104,28,8,0,0,1,0,3,0,21
S00092964,99,82,17,8,0,0,0,0,6,1,11
S00092965,191,158,33,7,1,0,0,0,8,1,22
S00092966,133,101,32,6,5,0,1,1,7,0,20
S00092967,99,73,26,3,4,0,2,1,6,1,13
S00092968,128,90,38,10,4,0,1,0,7,2,27
S00092969,91,67,24,8,3,0,1,0,5,0,9
S00092970,65,49,16,3,1,0,2,0,1,0,10
S00092971,188,127,61,17,7,0,6,0,10,4,38
S00092972,143,90,53,13,6,0,3,1,9,6,28
S00092973,143,96,47,7,1,1,4,1,12,3,31
S00092974,87,55,32,8,4,0,2,0,10,5,21
S00092975,134,106,28,9,2,0,4,0,3,3,17
S00092976,129,81,48,14,3,0,3,1,7,3,24
S00092977,109,90,19,8,4,0,2,1,6,0,12
S00092978,110,77,33,11,3,1,3,0,5,2,21
S00092979,73,57,16,3,2,0,0,0,5,0,12
S00092980,140,88,52,13,6,0,1,0,12,3,39
S00092981,64,44,20,6,1,0,1,2,4,4,15
S00092982,105,79,26,7,0,0,3,0,8,4,14
S00092983,182,133,49,10,1,0,3,0,9,4,40
S00092984,163,121,42,9,2,1,3,0,9,6,25
S00092985,148,101,47,14,3,0,5,0,7,3,29
S00092986,180,152,28,6,0,0,1,2,2,5,16
S00092987,140,117,23,3,1,0,1,0,2,4,15
S00092988,165,149,16,3,0,0,2,0,1,3,9
S00092989,192,130,62,14,2,0,2,1,6,11,44
S00092990,186,142,44,4,0,0,7,3,1,7,30
S00092991,191,146,45,8,1,0,4,0,5,4,31
S00092992,154,125,29,9,1,0,3,1,2,2,19
