oa_code,All households,No adults in employment in household: With dependent children,No adults in employment in household: No dependent children,Dependent children in household: All ages,Dependent children in household: Aged 0 to 4,One or more persons in household with a long-term health problem or disability: With dependent children,One or more persons in household with a long-term health problem or disability: No dependent children
S00124901,40,0,10,9,2,2,10
S00124902,38,1,8,9,1,4,9
S00124903,71,1,23,18,8,3,21
S00124904,72,2,11,28,9,5,11
S00124905,47,1,18,15,4,3,10
S00124906,31,4,5,8,3,4,3
S00124907,51,0,16,18,4,1,18
S00124908,68,6,14,22,11,6,23
S00124909,62,1,22,12,5,3,22
S00124910,66,2,28,18,5,5,22
S00124911,60,3,20,22,9,7,19
S00124912,74,2,18,20,8,3,18
S00124913,42,1,11,14,5,1,13
S00124914,53,0,20,16,6,2,21
S00124915,31,3,7,9,6,4,8
S00124916,46,1,16,13,4,5,15
S00124917,43,2,10,19,5,5,11
S00124918,41,0,15,11,2,3,13
S00124919,52,2,7,21,5,6,15
S00124920,54,0,16,14,6,1,22
S00124921,50,1,15,11,1,4,25
S00124922,42,1,21,9,3,3,18
S00124923,42,0,1,19,5,1,7
S00124924,73,2,20,18,3,4,21
S00124925,46,0,8,12,3,1,11
S00124926,66,0,14,14,4,5,17
S00124927,66,0,25,11,3,2,17
S00124928,64,1,22,10,2,2,20
S00124929,71,0,20,5,0,1,26
S00124930,57,0,10,8,5,0,13
S00124931,53,0,19,5,2,1,19
S00124932,43,0,11,10,3,1,14
S00124933,77,1,39,8,4,0,38
S00124934,61,0,25,17,6,3,22
S00124935,50,0,17,10,6,2,18
S00124936,40,2,6,16,5,4,12
S00124937,37,0,18,6,3,2,16
S00124938,73,1,25,16,4,3,22
S00124939,56,1,22,12,6,4,27
S00124940,49,1,23,11,2,2,20
S00124941,51,13,13,22,7,8,16
S00124942,46,5,13,18,5,7,11
S00124943,47,2,8,16,5,5,13
S00124944,73,5,26,20,10,1,34
S00124945,70,1,38,10,6,3,29
S00124946,45,1,9,13,1,1,12
S00124947,45,0,17,13,3,7,18
S00124948,26,3,8,12,7,3,6
S00124949,30,1,8,8,1,2,9
S00124950,58,2,18,11,4,3,22
S00124951,48,0,11,11,3,1,8
S00124952,48,0,14,8,3,0,12
S00124953,44,1,12,9,3,3,16
S00124954,60,0,6,16,1,1,12
S00124955,50,0,17,15,5,4,15
S00124956,49,0,9,15,7,0,11
S00124957,49,2,14,18,5,3,22
S00124958,50,1,10,18,4,9,14
S00124959,48,2,8,18,10,4,3
S00124960,40,1,12,12,4,1,14
S00124961,57,1,9,25,11,6,15
S00124962,62,0,15,23,5,2,19
S00124963,61,0,41,7,2,4,39
S00124964,74,1,25,12,1,3,21
S00124965,59,1,15,17,5,5,18
S00124966,73,7,14,36,19,7,15
S00124967,62,0,26,10,3,1,24
S00124968,42,1,11,17,7,4,13
S00124969,68,1,18,19,8,5,14
S00124970,69,6,22,26,11,6,17
S00124971,57,6,15,20,6,7,19
S00124972,49,4,18,20,4,10,18
S00124973,45,0,16,11,0,1,19
S00124974,56,4,21,12,9,3,16
S00124975,46,1,16,10,5,1,13
S00124976,39,10,4,22,11,0,5
S00124977,75,3,21,25,5,6,25
S00124978,47,3,19,16,3,2,15
S00124979,59,1,20,20,10,3,18
S00124980,49,4,16,14,6,7,14
S00124981,56,5,18,20,10,8,22
S00124982,40,0,18,8,2,2,18
S00124983,44,3,20,11,4,1,17
S00124984,39,0,16,9,5,4,19
S00124985,63,2,25,15,6,3,26
S00124986,57,3,18,16,4,5,21
S00124987,43,1,15,12,2,7,17
S00124988,67,0,24,15,5,2,24
S00124989,56,1,24,9,2,3,25
S00124990,73,3,22,21,8,7,32
S00124991,61,2,12,23,6,8,16
S00124992,48,2,16,13,6,4,22
S00124993,70,10,19,35,8,14,18
S00124994,71,0,26,11,5,3,34
S00124995,49,1,15,12,7,1,14
S00124996,74,1,24,15,6,5,23
S00124997,85,3,29,23,6,7,28
S00124998,48,2,13,12,2,4,12
S00124999,47,0,18,11,3,4,17
S00125000,45,1,10,18,7,6,10
S00125001,62,2,18,16,6,5,26
S00125002,69,1,5,37,8,10,7
S00125003,63,0,39,1,0,1,26
S00125004,47,2,24,7,1,3,21
S00125005,54,0,1,32,7,8,4
S00125006,42,1,5,12,3,3,9
S00125007,32,0,4,10,2,2,8
S00125008,41,1,6,20,4,2,4
S00125009,55,0,21,7,3,3,20
S00125010,40,0,7,12,3,4,8
S00125011,58,2,15,24,11,5,8
S00125012,69,1,20,19,4,4,23
S00125013,71,2,12,17,6,5,25
S00125014,52,0,21,9,3,1,15
S00125015,69,0,28,7,3,0,21
S00125016,50,0,12,9,4,2,19
S00125017,38,0,16,7,0,1,15
S00125018,44,1,12,15,6,3,11
S00125019,54,0,27,6,1,2,18
S00125020,67,1,17,19,5,3,19
S00125021,55,0,14,13,5,2,16
S00125022,53,0,17,20,8,1,10
S00125023,69,6,26,20,11,4,21
S00125024,49,6,17,19,5,10,16
S00125025,77,8,33,24,14,3,29
S00125026,70,4,27,27,4,5,22
S00125027,74,0,22,12,4,4,16
S00125028,41,0,13,14,3,3,8
S00125029,38,0,11,10,1,3,10
S00125030,40,4,11,13,2,2,6
S00125031,76,2,38,17,7,0,35
S00125032,62,0,31,10,2,3,31
S00125033,52,5,20,19,7,7,13
S00125034,76,3,22,19,7,5,30
S00125035,64,7,22,23,10,6,7
S00125036,49,3,7,21,7,4,12
S00125037,40,6,12,15,8,4,10
S00125038,51,1,18,12,2,4,21
S00125039,73,4,20,25,14,6,20
S00125040,62,2,17,17,4,4,23
S00125041,74,3,22,16,4,5,26
S00125042,66,2,16,18,4,3,17
S00125043,45,0,19,11,2,1,14
S00125044,71,3,18,22,11,4,24
S00125045,63,6,14,22,10,8,20
S00125046,41,1,19,7,2,2,16
S00125047,67,3,28,21,6,6,29
S00125048,38,1,13,10,1,1,9
S00125049,44,0,19,11,3,2,12
S00125050,64,0,15,22,5,6,14
S00125051,59,3,32,5,1,3,26
S00125052,63,14,19,28,11,8,23
S00125053,58,2,25,12,4,4,25
S00125054,50,4,19,9,4,1,21
S00125055,46,4,13,12,4,1,14
S00125056,51,5,11,19,7,5,11
S00125057,38,1,10,9,4,1,13
S00125058,61,3,26,10,6,2,21
S00125059,48,5,20,16,2,3,14
S00125060,51,4,16,17,5,6,10
S00125061,60,4,22,7,1,2,25
S00125062,52,10,10,20,7,7,16
S00125063,58,0,48,2,2,0,37
S00125064,61,0,37,5,4,1,30
S00125065,41,0,24,0,0,0,23
S00125066,46,2,24,5,3,1,23
S00125067,53,1,30,11,5,5,26
S00125068,42,0,26,5,2,1,25
S00125069,39,1,23,7,5,0,18
S00125070,57,5,23,10,6,2,22
S00125071,49,6,15,23,13,7,18
S00125072,39,2,14,13,2,5,11
S00125073,49,3,12,19,8,9,15
S00125074,54,8,21,19,5,8,16
S00125075,57,4,15,20,6,4,12
S00125076,36,6,5,20,6,9,9
S00125077,53,9,21,21,9,7,21
S00125078,49,0,18,11,4,0,20
S00125079,82,8,20,31,16,9,27
S00125080,63,4,21,20,10,6,21
S00125081,44,3,13,10,4,2,13
S00125082,27,1,6,9,4,1,6
S00125083,57,1,30,5,1,1,28
S00125084,32,0,25,1,0,0,26
S00125085,62,0,18,14,4,4,22
S00125086,46,1,8,21,2,4,15
S00125087,42,1,13,13,5,2,16
S00125088,44,0,20,5,2,0,20
S00125089,55,1,34,6,4,0,30
S00125090,54,0,15,11,6,4,16
S00125091,36,1,17,6,2,2,18
S00125092,42,0,21,4,1,0,16
S00125093,50,0,22,1,1,0,11
S00125094,69,2,19,29,12,6,24
S00125095,38,0,13,4,0,3,18
S00125096,45,4,14,15,5,5,16
S00125097,50,4,32,8,6,4,21
S00125098,38,1,13,9,3,2,16
S00125099,60,1,3,31,10,4,6
S00125100,73,0,12,26,8,5,13
S00125101,35,0,1,21,3,3,2
S00125102,32,1,3,16,5,4,3
S00125103,71,3,58,6,2,3,44
S00125104,30,0,19,3,1,2,16
S00125105,27,0,8,10,3,3,7
S00125106,30,0,9,12,6,1,7
S00125107,71,4,10,24,14,4,11
S00125108,31,1,10,11,4,1,7
S00125109,65,1,18,15,1,5,18
S00125110,55,0,11,17,6,2,9
S00125111,57,3,32,7,4,1,24
S00125112,66,0,8,19,2,4,18
S00125113,22,0,2,11,5,1,2
S00125114,38,0,6,17,2,2,6
S00125115,33,1,9,13,4,1,9
S00125116,43,0,23,5,3,2,13
S00125117,44,2,15,11,2,3,16
S00125118,43,7,14,17,7,7,16
S00125119,47,7,13,16,10,0,12
S00125120,33,4,12,11,4,3,10
S00125121,24,2,3,10,8,4,3
S00125122,45,0,17,7,3,2,23
S00125123,35,0,19,5,2,0,16
S00125124,29,0,14,6,1,1,16
S00125125,22,0,7,5,1,1,7
S00125126,52,0,13,13,2,5,14
S00125127,37,1,16,11,0,4,13
S00125128,39,2,4,16,7,3,8
S00125129,68,1,9,26,9,6,19
S00125130,39,2,9,8,4,2,14
S00125131,39,2,23,5,3,0,21
S00125132,55,0,14,17,3,6,20
S00125133,26,0,12,4,1,0,11
S00125134,49,0,16,7,4,2,24
S00125135,51,0,9,16,3,4,20
S00125136,44,7,4,28,6,2,6
S00125137,32,0,10,5,1,1,7
S00125138,36,1,5,11,2,2,8
S00125139,43,0,11,15,9,2,7
S00125140,54,3,24,13,8,3,21
S00125141,41,2,15,11,2,2,13
S00125142,52,1,15,10,2,2,16
S00125143,45,0,8,15,4,3,9
S00125144,32,5,15,9,4,2,17
S00125145,52,2,6,17,4,6,11
S00125146,38,1,6,15,4,3,7
S00125147,65,2,7,32,8,4,9
S00125148,45,7,20,11,7,3,14
S00125149,46,0,28,5,1,1,24
S00125150,25,1,10,7,2,1,6
S00125151,48,2,18,11,6,7,19
S00125152,35,2,7,16,8,1,9
S00125153,43,0,15,6,2,2,12
S00125154,75,0,51,9,2,1,51
S00125155,42,5,19,14,6,3,18
S00125156,32,0,8,9,2,2,7
S00125157,68,1,5,40,18,7,5
S00125158,48,2,17,9,5,3,13
S00125159,46,3,16,18,5,6,14
S00125160,49,2,22,10,7,3,21
S00125161,42,0,33,1,0,0,28
S00125162,47,0,6,30,12,7,7
S00125163,42,0,3,30,10,3,5
S00125164,50,1,10,14,5,3,16
S00125165,63,4,16,15,8,3,18
S00125166,49,2,28,10,5,3,23
S00125167,44,4,20,9,7,3,20
S00125168,36,5,9,10,5,2,12
S00125169,41,1,10,12,1,2,14
S00125170,27,0,12,7,1,0,10
S00125171,57,1,23,13,4,3,21
S00125172,51,0,7,19,5,2,15
S00125173,72,1,13,30,10,10,17
S00125174,77,0,19,20,6,6,24
S00125175,38,1,11,13,3,2,7
S00125176,45,10,18,14,3,6,19
S00125177,27,2,6,11,3,3,5
S00125178,40,0,14,8,4,1,17
S00125179,52,3,17,21,7,6,19
S00125180,42,7,10,17,8,7,16
S00125181,43,1,14,8,2,1,16
S00125182,46,4,20,7,2,1,12
S00125183,43,0,7,6,1,1,7
S00125184,28,0,12,6,1,2,9
S00125185,27,0,4,9,0,1,5
S00125186,23,0,5,7,1,1,9
S00125187,61,1,19,18,7,5,15
S00125188,47,0,10,19,9,2,9
S00125189,63,2,1,30,9,9,11
S00125190,29,1,11,5,2,1,17
S00125191,43,3,16,14,2,5,15
S00125192,47,2,11,18,6,2,13
S00125193,46,0,18,14,1,4,15
S00125194,49,3,16,22,12,6,9
S00125195,26,6,6,16,8,10,2
S00125196,37,0,16,7,4,3,13
S00125197,37,5,15,14,2,2,13
S00125198,42,11,11,23,11,4,13
S00125199,33,0,9,8,0,1,7
S00125200,37,0,8,8,1,1,13
S00125201,33,2,10,11,2,3,14
S00125202,21,0,2,11,4,4,6
S00125203,45,1,15,11,5,2,17
S00125204,37,0,23,3,0,0,22
S00125205,27,1,10,8,2,3,4
S00125206,35,2,12,10,6,2,7
S00125207,68,3,24,23,10,5,19
S00125208,51,1,15,11,5,3,13
S00125209,46,0,2,26,10,3,3
S00125210,58,1,4,14,3,4,10
S00125211,40,1,1,26,13,3,3
S00125212,40,5,9,18,3,5,11
S00125213,42,2,21,11,4,5,20
S00125214,40,0,14,8,2,1,15
S00125215,61,2,5,34,15,5,8
S00125216,42,0,1,16,6,4,4
S00125217,61,0,0,27,17,4,5
S00125218,60,2,12,20,5,6,15
S00125219,51,2,2,26,11,4,5
S00125220,62,1,1,38,17,3,2
S00125221,24,1,1,12,6,4,2
S00125222,55,1,39,5,2,2,38
S00125223,30,4,7,14,6,5,11
S00125224,46,0,13,8,2,1,12
S00125225,38,0,6,8,2,1,6
S00125226,53,3,13,19,8,4,11
S00125227,55,3,23,10,3,4,17
S00125228,67,1,4,37,20,8,8
S00125229,62,1,5,31,21,3,3
S00125230,36,1,4,18,9,5,7
S00125231,60,1,8,25,11,1,11
S00125232,45,2,11,17,8,6,13
S00125233,77,3,17,11,9,1,12
S00125234,75,3,20,13,2,1,20
S00125235,30,4,8,11,4,3,9
S00125236,24,2,8,9,3,5,9
S00125237,40,2,26,6,1,4,21
S00125238,32,0,10,11,2,1,9
S00125239,27,0,9,9,4,1,7
S00125240,37,3,11,12,3,2,13
S00125241,63,2,12,23,5,1,21
S00125242,60,5,23,15,10,5,20
S00125243,47,0,18,10,2,5,22
S00125244,33,4,4,7,2,3,7
S00125245,42,4,16,16,5,7,12
S00125246,77,1,15,34,11,4,23
S00125247,30,0,10,8,4,2,15
S00125248,50,0,17,23,7,4,14
S00125249,38,2,15,8,2,2,17
S00125250,77,4,16,20,8,6,24
S00125251,40,0,11,9,1,1,9
S00125252,77,0,46,7,3,1,47
S00125253,61,0,10,15,6,5,14
S00125254,49,1,5,24,11,2,10
S00125255,40,0,8,12,5,1,1
S00125256,35,0,9,12,6,1,8
S00125257,50,3,14,15,4,7,17
S00125258,76,3,24,23,11,2,26
S00125259,69,4,26,13,5,5,12
S00125260,66,3,4,38,21,11,7
S00125261,76,4,13,41,18,12,11
S00125262,51,2,3,19,9,5,4
S00125263,39,4,7,12,4,3,10
S00125264,52,15,11,29,16,8,11
S00125265,30,1,8,12,5,5,10
S00125266,27,5,5,12,3,6,6
S00125267,42,1,7,16,6,3,7
S00125268,54,5,20,12,6,4,27
S00125269,71,3,38,8,7,0,18
S00125270,44,5,24,13,7,4,19
S00125271,39,2,4,15,5,3,7
S00125272,35,2,14,10,4,4,14
S00125273,57,8,15,21,13,4,11
S00125274,59,6,35,14,5,5,25
S00125275,25,0,11,3,0,0,11
S00125276,23,0,6,9,2,3,5
S00125277,66,5,15,23,7,7,19
S00125278,37,1,9,11,4,3,11
S00125279,62,2,23,16,7,0,16
S00125280,59,2,26,13,3,2,23
S00125281,28,0,7,6,2,2,7
S00125282,34,2,16,8,4,2,10
S00125283,47,11,11,16,9,6,17
S00125284,61,0,53,0,0,0,44
S00125285,39,1,18,6,2,0,11
S00125286,22,2,7,5,3,1,8
S00125287,60,2,9,18,5,5,10
S00125288,38,0,16,10,5,1,11
S00125289,60,5,16,22,11,4,19
S00125290,35,1,9,16,3,4,8
S00125291,62,1,18,21,11,7,23
S00125292,35,0,3,16,2,6,5
S00125293,53,1,8,16,5,1,15
S00125294,79,3,43,8,5,1,41
S00125295,46,1,29,6,3,1,28
S00125296,34,6,14,10,8,1,14
S00125297,59,0,33,10,5,3,24
S00125298,27,2,8,8,6,0,9
S00125299,61,4,33,7,2,3,27
S00125300,60,3,28,8,5,2,19
S00125301,34,3,7,11,5,1,10
S00125302,65,8,16,22,11,7,16
S00125303,43,1,24,2,2,0,21
S00125304,45,2,32,4,3,0,28
S00125305,56,5,33,10,5,3,17
S00125306,57,3,33,6,2,3,21
S00125307,49,3,25,8,4,4,16
S00125308,54,3,19,7,2,2,14
S00125309,45,2,25,4,3,2,14
S00125310,53,4,29,7,6,1,17
S00125311,68,1,28,9,7,3,18
S00125312,48,1,24,4,4,1,17
S00125313,56,0,34,3,2,1,28
S00125314,47,2,22,5,1,2,15
S00125315,58,3,23,10,8,1,18
S00125316,47,2,21,5,2,0,13
S00125317,54,2,27,6,4,1,19
S00125318,43,2,17,8,5,0,13
S00125319,43,0,20,5,5,1,15
S00125320,53,3,31,7,5,1,19
S00125321,53,3,21,9,5,2,15
S00125322,46,1,22,5,4,1,17
S00125323,57,6,34,8,8,3,24
S00125324,49,7,16,12,9,1,13
S00125325,57,1,28,5,3,1,24
S00125326,46,3,21,7,5,3,14
S00125327,57,4,34,8,5,1,19
S00125328,39,3,18,6,6,0,11
S00125329,64,14,24,26,13,10,25
S00125330,37,3,14,11,6,5,17
S00125331,33,7,18,9,6,4,11
S00125332,59,11,23,18,10,4,21
S00125333,27,0,14,3,0,0,14
S00125334,60,2,21,17,6,4,23
S00125335,55,2,14,15,4,5,17
S00125336,27,0,10,5,2,0,10
S00125337,56,3,24,14,7,2,23
S00125338,34,5,9,15,9,2,6
S00125339,31,1,3,8,6,3,7
S00125340,64,2,15,22,7,5,17
S00125341,38,3,12,8,4,0,12
S00125342,49,7,14,17,9,9,23
S00125343,40,0,7,16,3,3,9
S00125344,47,0,8,16,2,1,7
S00125345,53,2,17,14,5,2,18
S00125346,34,0,11,9,4,2,15
S00125347,55,4,11,12,6,1,16
S00125348,34,0,12,4,2,1,9
S00125349,30,0,12,8,3,0,13
S00125350,57,5,16,13,3,2,14
S00125351,49,3,3,13,8,2,6
S00125352,35,2,7,5,1,2,4
S00125353,31,3,12,5,1,1,10
S00125354,50,1,21,12,2,2,15
S00125355,60,2,6,25,12,2,12
S00125356,27,0,3,14,2,3,7
S00125357,55,1,19,16,6,2,17
S00125358,36,2,5,18,7,1,10
S00125359,61,4,19,19,6,4,22
S00125360,27,1,13,6,1,2,12
S00125361,29,1,7,10,3,4,7
S00125362,57,2,16,8,3,1,18
S00125363,22,0,3,6,0,2,6
S00125364,73,3,7,31,8,12,11
S00125365,66,4,13,22,9,7,15
S00125366,29,0,13,5,1,1,14
S00125367,61,12,23,28,11,8,13
S00125368,34,4,11,12,5,4,8
S00125369,47,1,17,10,3,2,15
S00125370,57,1,19,11,2,2,25
S00125371,61,0,13,14,2,4,18
S00125372,41,2,13,5,3,1,13
S00125373,32,1,0,21,8,2,1
S00125374,67,1,2,45,22,9,4
S00125375,78,3,3,44,22,8,8
S00125376,33,1,2,10,7,2,3
S00125377,50,1,5,29,8,10,10
S00125378,63,2,8,24,15,4,12
S00125379,70,1,2,39,20,5,5
S00125380,34,0,4,18,7,0,7
S00125381,83,2,3,48,27,10,7
S00125382,68,1,8,40,9,5,7
S00125383,60,0,4,31,8,5,8
S00125384,56,1,22,9,6,0,13
S00125385,80,7,27,20,12,5,20
S00125386,66,2,20,29,6,4,21
S00125387,83,0,18,30,10,7,25
S00125388,125,3,12,57,13,14,25
S00125389,23,0,2,14,3,5,2
S00125390,38,0,2,19,5,2,5
S00125391,42,0,4,20,10,1,5
S00125392,40,0,4,20,8,4,6
S00125393,64,2,1,40,18,6,4
S00125394,54,0,15,11,2,1,20
S00125395,37,1,10,9,4,5,11
S00125396,45,1,17,10,1,2,9
S00125397,69,1,12,15,1,3,16
S00125398,54,6,17,23,14,5,18
S00125399,51,7,13,21,8,6,12
S00125400,78,4,41,7,1,2,39
S00125401,40,1,13,11,1,0,19
S00125402,60,2,27,10,2,4,28
S00125403,54,4,27,10,2,1,29
S00125404,74,1,55,4,1,1,50
S00125405,44,0,11,7,2,1,13
S00125406,44,1,20,8,2,0,17
S00125407,48,2,18,15,4,6,12
S00125408,58,1,32,9,4,2,18
S00125409,27,8,3,14,8,7,4
S00125410,65,7,35,14,4,3,30
S00125411,53,3,20,13,6,1,23
S00125412,49,1,17,11,2,2,19
S00125413,48,5,8,20,6,5,12
S00125414,50,1,32,7,2,3,30
S00125415,76,2,10,34,12,6,12
S00125416,84,3,4,43,17,9,9
S00125417,24,1,4,11,4,1,5
S00125418,40,1,7,14,3,4,6
S00125419,43,1,1,26,18,2,6
S00125420,35,0,13,10,6,1,6
S00125421,79,5,10,38,17,9,16
S00125422,38,1,19,7,1,4,19
S00125423,51,0,6,24,6,3,13
S00125424,27,0,10,10,3,2,12
S00125425,67,1,9,19,7,5,16
S00125426,80,0,44,10,3,2,38
S00125427,60,1,6,27,6,4,5
S00125428,54,4,2,17,3,3,9
S00125429,68,4,6,32,16,5,14
S00125430,61,0,4,32,10,2,5
S00125431,25,0,4,16,4,2,2
S00125432,54,0,12,15,2,1,18
S00125433,55,2,2,21,9,1,6
S00125434,46,0,1,20,14,4,0
S00125435,44,0,0,33,25,6,0
S00125436,60,3,25,18,7,6,21
S00125437,41,2,2,23,12,4,4
S00125438,56,1,14,24,6,8,11
S00125439,54,0,15,17,11,4,21
S00125440,59,0,14,14,4,2,19
S00125441,35,1,9,9,3,2,9
S00125442,40,2,14,8,2,3,14
S00125443,51,5,17,8,3,2,16
S00125444,56,10,25,15,6,5,23
S00125445,35,2,22,5,3,2,18
S00125446,33,3,18,7,2,3,17
S00125447,52,1,23,11,3,2,16
S00125448,40,5,14,16,4,7,13
S00125449,53,7,12,23,8,9,10
S00125450,49,3,17,11,7,4,15
S00125451,36,1,19,3,3,1,19
S00125452,46,3,29,6,3,1,20
S00125453,37,0,18,3,0,0,16
S00125454,38,1,16,10,4,2,14
S00125455,58,1,17,12,4,2,22
S00125456,72,2,14,35,8,7,15
S00125457,37,2,21,9,4,1,21
S00125458,38,0,33,0,0,0,29
S00125459,42,1,24,6,1,2,18
S00125460,62,1,19,7,2,4,14
S00125461,40,2,5,11,5,0,8
S00125462,80,1,17,13,4,2,15
S00125463,47,0,1,24,7,4,7
S00125464,54,5,28,10,4,3,25
S00125465,42,5,15,18,8,5,14
S00125466,77,0,13,28,12,3,12
S00125467,30,0,13,5,4,2,10
S00125468,55,1,2,31,10,3,7
S00125469,37,3,11,11,4,4,10
S00125470,56,2,29,9,4,4,24
S00125471,46,1,31,6,4,1,29
S00125472,36,1,15,6,2,2,22
S00125473,72,0,29,12,3,4,30
S00125474,54,2,3,29,13,10,11
S00125475,53,1,27,4,1,1,35
S00125476,51,5,17,14,4,3,13
S00125477,57,6,12,17,11,2,13
S00125478,35,3,8,18,10,7,9
S00125479,35,3,9,13,4,7,6
S00125480,71,2,38,10,4,3,38
S00125481,37,0,11,9,4,2,11
S00125482,49,1,15,8,3,5,17
S00125483,54,2,9,4,1,0,7
S00125484,55,0,16,14,6,1,20
S00125485,39,1,13,9,5,3,14
S00125486,49,4,19,15,4,7,21
S00125487,42,2,19,10,5,2,13
S00125488,31,0,11,11,2,1,13
S00125489,61,2,19,20,6,5,25
S00125490,41,5,22,10,3,4,21
S00125491,42,5,26,9,4,3,18
S00125492,55,6,4,29,16,3,9
S00125493,40,2,10,13,8,0,12
S00125494,69,2,21,8,3,0,23
S00125495,79,2,15,6,3,0,15
S00125496,44,2,9,5,3,1,8
S00125497,60,1,18,12,4,2,16
S00125498,53,1,12,9,1,6,17
S00125499,43,0,7,5,3,0,7
S00125500,63,3,38,8,6,1,30
S00125501,62,5,34,12,6,3,15
S00125502,56,3,29,7,4,2,21
S00125503,43,0,17,13,7,0,18
S00125504,46,1,23,6,2,1,21
S00125505,56,3,8,18,6,5,8
S00125506,35,3,1,9,4,1,3
S00125507,71,1,9,31,12,3,11
S00125508,54,0,2,29,12,4,5
S00125509,41,2,0,29,15,6,0
S00125510,58,1,2,30,13,5,9
S00125511,70,1,2,38,20,3,4
S00125512,83,0,3,46,27,6,8
S00125513,40,0,2,21,9,3,5
S00125514,55,0,4,21,6,4,14
S00125515,56,0,13,14,2,4,20
S00125516,39,1,6,14,9,1,12
S00125517,56,3,2,30,16,6,5
S00125518,27,0,2,10,3,3,5
S00125519,87,1,5,56,15,10,8
S00125520,53,3,14,13,3,5,17
S00125521,48,5,16,17,7,5,22
S00125522,54,5,3,29,16,5,2
S00125523,50,1,32,3,1,0,33
S00125524,44,1,24,8,4,2,22
S00125525,54,2,15,10,5,1,14
S00125526,40,0,14,9,4,0,14
S00125527,33,0,9,8,2,2,10
S00125528,46,5,16,17,6,4,13
S00125529,46,0,10,2,2,0,13
S00125530,69,3,7,35,5,5,12
S00125531,62,2,2,45,23,6,5
S00125532,65,2,4,44,23,5,7
S00125533,36,2,3,20,5,2,6
S00125534,83,3,65,7,1,4,53
S00125535,38,0,18,5,3,2,18
S00125536,60,1,28,12,6,2,30
S00125537,53,11,21,24,6,7,18
S00125538,53,5,14,20,3,8,19
S00125539,44,3,2,32,17,6,5
S00125540,58,1,16,19,3,5,22
S00125541,73,2,36,13,5,3,38
S00125542,63,0,1,45,19,4,3
S00125543,47,4,16,10,2,4,20
S00125544,63,4,1,42,21,8,3
S00125545,46,4,24,11,4,2,11
S00125546,48,1,8,18,6,4,12
S00125547,67,7,11,29,8,5,17
S00125548,41,4,22,11,4,7,21
S00125549,55,1,5,25,1,5,10
S00125550,31,0,2,11,4,2,4
S00125551,58,2,4,32,12,3,7
S00125552,32,1,1,14,5,2,5
S00125553,21,0,6,5,2,0,8
S00125554,87,0,16,25,7,3,22
S00125555,35,4,17,7,3,2,23
S00125556,68,4,36,12,5,5,26
S00125557,58,1,22,12,8,0,18
S00125558,48,0,21,5,0,0,20
S00125559,58,0,20,12,5,2,16
S00125560,55,3,27,5,3,1,18
S00125561,43,0,6,15,8,2,10
S00125562,48,2,31,5,1,3,23
S00125563,49,2,16,15,5,2,11
S00125564,48,0,35,1,1,0,29
S00125565,58,0,44,1,1,0,39
S00125566,44,0,2,23,8,3,5
S00125567,70,0,3,43,13,5,7
S00125568,51,2,1,31,9,4,7
S00125569,49,0,3,27,9,2,7
S00125570,94,0,17,34,9,7,14
S00125571,28,0,3,10,2,3,4
S00125572,104,0,13,49,22,8,19
S00125573,36,2,9,9,2,4,10
S00125574,72,1,10,30,9,3,14
S00125575,72,2,33,10,2,2,25
S00125576,22,1,7,6,0,0,4
S00125577,66,4,35,13,7,4,32
S00125578,46,0,4,27,6,3,3
S00125579,53,5,6,25,11,9,6
S00125580,53,4,7,19,5,5,13
S00125581,50,1,3,33,24,2,4
S00125582,52,5,3,18,12,3,4
S00125583,70,0,21,24,17,4,18
S00125584,61,0,2,32,21,4,4
S00125585,72,0,2,40,29,6,0
S00125586,70,3,1,37,28,3,4
S00125587,63,2,4,33,19,5,8
S00125588,65,1,1,34,18,5,3
S00125589,48,1,5,21,6,3,10
S00125590,64,0,7,37,6,5,5
S00125591,48,0,17,11,3,5,13
S00125592,75,0,24,10,4,1,18
S00125593,66,1,21,8,2,3,17
S00125594,62,0,2,39,16,5,7
S00125595,47,1,3,30,12,4,7
S00125596,31,1,2,14,5,4,4
S00125597,62,5,5,35,17,7,10
S00125598,53,5,14,23,7,8,19
S00125599,63,9,18,25,11,5,17
S00125600,40,0,13,9,4,2,8
S00125601,32,0,13,3,2,1,11
S00125602,55,1,16,12,6,2,12
S00125603,51,1,35,6,5,0,35
S00125604,41,3,13,10,3,3,6
S00125605,48,4,18,14,4,4,12
S00125606,54,5,18,14,7,3,8
S00125607,39,6,7,13,8,4,10
S00125608,70,6,22,23,13,8,21
S00125609,28,5,7,8,6,2,5
S00125610,69,1,4,44,22,8,8
S00125611,35,2,5,6,3,1,4
S00125612,77,4,3,38,23,11,6
S00125613,44,0,1,31,14,2,2
S00125614,75,3,10,17,8,3,11
S00125615,55,1,1,37,19,5,1
S00125616,51,1,5,27,12,4,6
S00125617,57,6,3,33,20,7,5
S00125618,70,0,2,44,29,1,3
S00125619,51,10,8,24,7,10,16
S00125620,40,0,1,28,15,4,4
S00125621,54,2,2,36,14,9,10
S00125622,41,0,2,25,7,7,3
S00125623,35,0,2,16,4,1,5
S00125624,52,2,19,25,3,8,17
S00125625,54,0,30,7,2,4,25
S00125626,62,4,26,10,2,2,23
S00125627,41,3,7,18,4,7,8
S00125628,57,2,17,15,8,4,22
S00125629,40,4,10,15,11,3,13
S00125630,43,0,0,23,7,3,4
